,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
883,20.5,23.34,0.0,586.0,0.0034752962209067,0
229,21.6,28.79,0.0,595.0,0.0045947608183565,0
6335,20.29,29.2,0.0,732.0,0.004297462473743,0
1572,22.075,27.575,429.0,606.75,0.0045299215730975,1
6902,21.4725,27.27,556.5,1006.75,0.004316420880705,1
7280,21.89,29.2675,447.0,906.0,0.0047557149467186,1
8781,22.1,34.36,447.0,1488.66666666667,0.0056633722940734,1
6414,20.29,28.05,0.0,870.0,0.0041270900931937,0
4171,20.79,34.5,78.5,503.5,0.0052444456258698,0
8452,21.4175,32.6175,444.0,1077.75,0.0051523499291956,1
2593,22.6666666666667,24.9966666666667,737.0,594.0,0.0042549634252806,0
221,21.7,28.79,0.0,586.5,0.0046231587388516,0
7172,21.7,28.7,469.0,906.333333333333,0.0046085992671735,1
2279,20.89,24.0,0.0,575.5,0.0036615689237594,0
2742,23.89,24.9175,765.25,633.25,0.0045690643867296,1
3433,20.1,33.59,0.0,505.5,0.0048904242251551,0
289,21.1,30.05,0.0,526.0,0.0046515028181679,0
5704,22.2,30.0,66.75,656.75,0.0049694559111759,0
9389,20.79,26.445,0.0,1264.0,0.0040120834277388,0
652,20.6,25.745,0.0,540.0,0.0038594849905938,0
304,21.0,29.195,0.0,524.5,0.0044903176557902,0
4485,20.0,35.5,0.0,515.0,0.0051386334303345,0
1702,21.5,28.245,0.0,566.0,0.0044794494093361,0
5776,21.7,30.89,74.0,652.75,0.0049630719249405,0
8996,21.0,33.79,0.0,1528.0,0.0052029603152288,0
2708,24.0,25.1,804.5,662.0,0.0046335316288621,1
1496,22.6,25.7,72.0,549.0,0.0043577330667961,0
9338,20.7,26.89,0.0,1224.0,0.0040573388242719,0
5165,20.1,32.29,0.0,564.5,0.0046997249677039,0
1786,21.2,28.745,0.0,559.0,0.0044756455218143,0
1659,21.8233333333333,28.0666666666667,0.0,595.666666666667,0.0045405020268818,0
4063,20.15,36.545,44.0,511.0,0.0053409721914147,0
1984,21.0,25.59,0.0,573.0,0.0039323476341515,0
8469,21.55,32.7,440.25,1173.0,0.0052079271806236,1
4657,19.89,35.4,0.0,529.0,0.0050889437890752,0
3495,19.89,35.145,0.0,507.0,0.0050519884035836,0
9650,20.7,27.1,0.0,1422.0,0.0040892333111771,0
5819,21.6,31.29,46.0,660.0,0.0049969554783599,0
1123,22.315,25.075,538.5,1129.0,0.0041775346004157,1
8455,21.445,32.645,444.0,1092.5,0.0051654973835607,1
6155,20.34,31.79,0.0,701.0,0.0046961066144825,0
9712,20.84,27.0,14.0,1416.25,0.004109551533434,0
95,21.89,30.125,438.0,766.25,0.0048961480632198,1
8225,20.6,30.29,0.0,778.0,0.0045458146960699,0
474,20.5,28.0966666666667,0.0,495.0,0.004188327000577,0
7839,20.0,30.29,0.0,719.0,0.0043791751281533,0
5388,20.2,30.5,28.0,609.0,0.0044650742591618,0
4034,20.1,36.3266666666667,17.3333333333333,506.666666666667,0.0052922501658485,0
129,21.89,30.39,433.0,788.0,0.0049395599489442,1
5798,21.7,31.025,50.0,657.0,0.00498493610278,0
6876,21.025,27.1975,424.0,999.5,0.0041875009729863,1
1190,23.675,22.79,743.0,801.75,0.00412229483449,1
1982,21.0,25.85,0.0,579.0,0.0039725563196076,0
6482,20.39,27.05,0.0,862.0,0.0040038334351306,0
497,20.6,28.4,0.0,493.5,0.0042602275174892,0
7028,21.5,28.175,454.0,967.5,0.0044682681739486,0
7101,21.525,28.1,457.75,888.0,0.0044631639766011,1
8826,22.2,34.2675,429.5,1695.0,0.0056828195581857,1
5204,20.1,32.245,0.0,567.0,0.0046931259171037,0
1109,21.84,24.55,502.0,1000.0,0.0039720288575269,1
8931,21.1,34.29,0.0,1483.0,0.0053134279458795,0
7558,20.39,30.29,0.0,719.0,0.0044868647954935,0
3981,19.945,36.45,17.0,506.0,0.0052592084148094,0
9262,20.89,28.1,0.0,1422.0,0.0042914026229793,0
9425,20.79,26.2,0.0,1362.0,0.0039746759137067,0
5244,20.1,32.245,0.0,576.0,0.0046931259171037,0
9556,20.79,26.5,0.0,1516.0,0.004020481647425,0
2575,22.3566666666667,25.1666666666667,682.0,575.666666666667,0.0042036238516472,1
3668,19.6,36.5,0.0,504.5,0.0051540109230287,0
8916,21.29,34.29,0.0,1469.0,0.0053762916039866,0
2251,20.89,24.7666666666667,0.0,576.0,0.0037792463941949,0
1856,21.1,27.0,0.0,569.0,0.0041762170224492,0
8084,20.39,30.34,0.0,739.5,0.0044943248237164,0
8251,20.6,30.39,0.0,785.0,0.0045609323842185,0
9303,20.79,27.39,0.0,1739.0,0.0041564114430299,0
2841,23.445,26.39,616.5,586.5,0.0047121876921999,1
64,21.89,30.3566666666667,429.0,805.333333333333,0.0049340990038138,1
6560,20.39,26.29,0.0,847.5,0.0038906376137194,0
6705,20.39,25.0,0.0,801.0,0.0036985962853812,0
726,20.55,25.395,0.0,550.0,0.0037949033144126,0
5324,20.0,31.39,0.0,592.0,0.0045393681911271,0
5803,21.7,31.125,50.0,661.5,0.005001132773255,0
2698,23.89,25.2,802.0,688.666666666667,0.0046212506255852,1
5440,21.1,29.23,238.666666666667,621.0,0.0045236501636962,0
9687,20.7,27.2,9.33333333333333,1427.66666666667,0.004104422304307,0
5865,21.125,31.89,13.0,665.5,0.0049462304463737,0
4702,20.0,35.29,0.0,532.0,0.005107986249811,0
1871,21.05,27.05,0.0,568.0,0.0041710847062305,0
7176,21.7,28.79,459.0,901.5,0.0046231587388516,1
6422,20.39,27.84,0.0,869.0,0.0041215409212316,0
2102,21.0,24.6,0.0,582.0,0.0037792926008756,0
2208,20.89,24.1,0.0,580.0,0.0036769156490452,0
4985,20.0,34.7,0.0,538.0,0.0050218982937692,0
1626,21.89,28.1,0.0,617.5,0.0045646141238782,0
462,20.6,28.495,0.0,497.0,0.0042745762141851,0
6328,20.29,29.29,0.0,731.0,0.0043107998765281,0
1512,22.5,25.89,37.0,539.0,0.0043634053296039,0
6781,20.39,24.39,0.0,818.0,0.003607827077725,0
8974,21.0,34.0,0.0,1481.0,0.0052355681460605,0
1014,20.55,22.445,0.0,706.0,0.0033516944268825,0
8943,21.1,34.29,0.0,1486.5,0.0053134279458795,0
2990,21.79,31.2,444.0,611.0,0.005041156594742,1
2756,23.79,25.0666666666667,748.333333333333,616.0,0.0045688535029091,1
4949,19.945,35.2,0.0,540.5,0.0050773792215383,0
8873,21.7,34.145,0.0,1489.5,0.0054906667650772,0
2484,21.0,25.39,14.0,522.0,0.0039014213909368,0
2788,23.89,25.4725,237.25,576.0,0.0046715978015469,0
1188,23.7,22.745,756.5,812.25,0.0041203402038439,1
3683,19.6,36.5,0.0,499.0,0.0051540109230287,0
8600,21.79,34.0,444.0,1222.0,0.0054975667373176,1
8666,22.2,34.2725,449.5,1409.5,0.0056836563200624,1
1001,20.6,22.645,0.0,733.0,0.0033922232248972,0
9320,20.745,27.05,0.0,1236.5,0.0040930436137699,0
465,20.6,28.79,0.0,496.5,0.0043191368846181,0
7704,20.2,30.5,0.0,713.333333333333,0.0044650742591618,0
3928,19.79,37.09,0.0,507.5,0.005300713496665,0
226,21.6,28.895,0.0,590.0,0.0046116426132086,0
9198,20.89,29.4266666666667,0.0,1213.66666666667,0.0044954741024409,0
5072,20.05,33.59,0.0,555.0,0.0048751912596008,0
2096,21.0,24.8,0.0,575.5,0.0038102067760255,0
9371,20.79,26.625,0.0,1260.75,0.004039569348383,0
5892,20.89,32.09,24.0,684.5,0.0049055570305091,0
1971,21.0,26.6633333333333,0.0,566.0,0.0040983706979607,0
4712,20.0,35.2,0.0,529.0,0.0050948526607968,0
238,21.5,29.6,0.0,605.0,0.0046959648463374,0
9034,20.89,33.2,0.0,1567.33333333333,0.0050766262284358,0
3463,20.0,34.09,0.0,506.0,0.004932916949726,0
3592,19.79,36.4,0.0,506.75,0.0052012776128288,0
8305,20.9266666666667,30.89,419.0,858.0,0.0047314626693673,1
6448,20.39,27.39,0.0,855.5,0.0040544869279225,0
9485,20.79,26.175,0.0,1519.0,0.0039708590718026,0
4665,19.89,35.4,0.0,530.5,0.0050889437890752,0
124,21.9266666666667,30.1966666666667,433.0,786.333333333333,0.0049189716221315,1
3194,20.7,31.79,0.0,511.0,0.0048023912181186,0
6661,20.5,25.29,0.0,800.0,0.0037674073763374,0
8807,22.15,34.545,433.0,1757.75,0.0057116797331195,1
2010,21.0,25.1,0.0,562.0,0.0038565837661514,0
5332,20.1,31.39,0.0,593.0,0.0045677703554695,0
4632,19.79,35.345,0.0,508.0,0.0050493025208795,0
4910,20.0,35.5,0.0,537.5,0.0051386334303345,0
9675,20.7,27.2,0.0,1401.0,0.004104422304307,0
3417,20.0,33.4,0.0,508.0,0.0048322963565666,0
728,20.6,25.05,0.0,553.5,0.0037546672057036,0
3011,21.6,31.7,444.0,629.0,0.005062964689147,1
3270,20.39,31.1,0.0,513.0,0.0046077391306334,0
8895,21.5,34.1725,0.0,1475.75,0.0054277104991889,0
369,20.8233333333333,30.1266666666667,0.0,494.0,0.0045842191726543,0
620,20.6,26.55,0.0,521.5,0.0039809365410355,0
5822,21.525,31.29,19.0,669.75,0.0049738879867916,0
4617,19.8233333333333,35.4,0.0,519.0,0.0050677774921969,0
6485,20.3566666666667,27.1,0.0,858.0,0.0040029786796212,0
7654,20.34,30.2,0.0,728.0,0.0044595434128049,0
4696,19.89,35.4,0.0,534.5,0.0050889437890752,0
126,21.945,30.34,433.0,787.666666666667,0.0049480828070724,1
7185,21.675,28.945,461.5,918.666666666667,0.0046410821346205,1
6365,20.29,28.73,0.0,801.0,0.0042278208204816,0
795,20.6,24.045,0.0,584.0,0.0036031582416161,0
5998,20.5,32.79,0.0,653.0,0.0048934591829229,0
1591,21.9725,27.79,433.0,632.0,0.0045368423973881,1
5173,20.1,32.29,0.0,570.0,0.0046997249677039,0
4563,19.84,35.4,0.0,521.5,0.0050730617531855,0
717,20.6,25.445,0.0,561.5,0.0038142355965083,0
2519,21.2,25.2,37.0,513.0,0.0039202041885661,0
8739,22.2,34.45,441.5,1528.0,0.0057133628121412,1
1364,24.2,23.7,651.666666666667,712.333333333333,0.0044264636375791,1
9366,20.79,26.6,0.0,1268.0,0.0040357517150729,0
2067,21.0,25.0,0.0,579.0,0.0038411240057139,0
204,21.79,28.89,419.0,606.0,0.0046651177493459,1
5567,22.5,28.6666666666667,350.0,629.333333333333,0.0048350121915712,0
8008,20.34,30.39,0.0,731.5,0.0044878025754667,0
5839,21.365,31.6,31.0,662.5,0.0049741751274266,0
1912,21.0,26.695,0.0,565.5,0.0041032702314872,0
105,21.89,30.1,430.5,754.0,0.0048920529126404,1
1705,21.5,28.1,0.0,566.333333333333,0.0044562887217824,0
8855,22.0,34.29,0.0,1533.0,0.0056170635061309,0
6545,20.39,26.39,0.0,858.0,0.0039055294618514,0
3819,19.5,39.09,0.0,504.5,0.0054884548745389,0
1801,21.2,27.2,0.0,554.5,0.0042334490962075,0
4750,19.79,35.4,0.0,531.0,0.005057223573266,0
1597,22.0,27.79,433.0,617.666666666667,0.0045445154662353,1
8506,21.7,32.9,449.5,1207.5,0.0052887629876843,1
2554,21.8233333333333,25.9266666666667,565.0,588.0,0.004191969015084,1
4957,20.0,35.0,0.0,538.0,0.0050656688768925,0
9089,20.89,32.0,0.0,1483.0,0.0048916906456411,0
9749,20.865,27.745,423.5,1514.5,0.0042302619316022,1
8215,20.6,30.2,0.0,773.0,0.0045322094004625,0
3790,19.6,38.29,0.0,497.666666666667,0.0054089672759458,0
2509,21.23,25.2,23.6666666666667,513.666666666667,0.0039274735341425,0
422,20.7,29.39,0.0,495.0,0.0044372461518178,0
565,20.6,26.5,0.0,505.0,0.0039733915935412,0
1664,21.79,28.0,0.0,592.0,0.004520357315161,0
6549,20.39,26.39,0.0,860.666666666667,0.0039055294618514,0
9450,20.79,26.0,0.0,1416.0,0.0039441424817039,0
8083,20.5,30.39,0.0,741.666666666667,0.0045326819356264,0
7706,20.1666666666667,30.5,0.0,712.0,0.0044558113859046,0
5918,20.7,32.29,14.0,679.5,0.0048785166929589,0
7246,21.7,29.1,459.0,885.0,0.0046733132094304,1
3282,20.29,31.2,0.0,512.0,0.0045939832120956,0
8572,21.7,33.79,457.75,1156.75,0.0054330825631901,1
3723,19.6,36.79,0.0,503.5,0.0051953026341588,0
4649,19.79,35.29,0.0,521.0,0.0050413816686097,0
5539,21.79,29.365,415.5,632.5,0.0047424049135857,0
6542,20.39,26.39,0.0,861.333333333333,0.0039055294618514,0
6563,20.39,26.245,0.0,846.5,0.0038839365132475,0
6125,20.39,32.0,0.0,690.0,0.0047420986639068,0
1461,23.0,25.39,68.0,568.5,0.0044112208499363,0
442,20.7,29.945,0.0,489.5,0.0045216481280441,0
3823,19.525,39.2,0.0,512.0,0.0055126744649715,0
1375,24.15,23.89,179.5,691.25,0.004448744639192,0
7874,20.0,30.29,0.0,715.666666666667,0.0043791751281533,0
161,21.89,30.125,419.0,756.25,0.0048961480632198,1
9549,20.79,26.39,0.0,1567.0,0.0040036854333781,0
9073,20.84,32.345,0.0,1514.0,0.0049295380739904,0
317,21.0,29.4475,0.0,552.0,0.0045294360540104,0
7782,20.2,30.39,0.0,718.5,0.0044488555320232,0
5823,21.525,31.34,40.75,659.5,0.0049818996938357,0
7978,20.1,30.5,0.0,728.0,0.0044373365388697,0
8112,20.2675,30.675,0.0,744.75,0.0045097974170846,0
8380,21.2675,31.365,419.0,977.0,0.0049072303189954,1
5139,20.1,32.59,0.0,561.0,0.004743722190215,0
1324,24.315,23.4725,688.0,823.0,0.004414216983098,1
929,20.5,23.1966666666667,0.0,599.0,0.0034538355619639,0
2813,23.7675,25.7475,668.5,545.0,0.0046874856884432,0
3188,20.7,31.79,0.0,517.0,0.0048023912181186,0
4038,20.1,36.2225,26.5,503.75,0.005276945899161,0
5329,20.0,31.39,0.0,590.5,0.0045393681911271,0
2277,20.84,24.4,0.0,572.0,0.003711455604718,0
4784,19.89,36.0,0.0,530.0,0.0051759148222757,0
7001,21.5,28.4633333333333,454.0,1016.0,0.0045143267789817,1
5832,21.4175,31.4725,33.5,657.5,0.0049700373779268,0
5879,21.0,31.9175,26.5,670.0,0.0049123569805413,0
5815,21.65,31.2,55.0,662.5,0.004997853193246,0
7768,20.2,30.39,0.0,711.0,0.0044488555320232,0
9562,20.79,26.5,0.0,1555.5,0.004020481647425,0
5952,20.5,32.7,0.0,680.0,0.0048799225379465,0
4744,19.89,35.2,0.0,536.5,0.0050599588045826,0
957,20.6,22.5,0.0,628.0,0.0033703845126282,0
3998,20.0,36.475,7.0,502.75,0.005280963159709,0
3228,20.5,31.5,0.0,507.5,0.0046994897838997,0
4263,20.5,35.3266666666667,44.0,502.0,0.0052752326227401,0
758,20.6,24.495,0.0,579.0,0.0036709890044915,0
2135,20.9633333333333,24.6,0.0,573.0,0.0037707315006739,0
1772,21.2,27.5,0.0,564.5,0.004280462876344,0
834,20.6,24.16,0.0,553.333333333333,0.0036204913708442,0
5720,22.1,30.34,77.25,662.5,0.004995456030553,0
1882,21.0,27.145,0.0,569.0,0.004172903469979,0
6727,20.39,24.84,0.0,814.5,0.0036747854204324,0
4650,19.84,35.345,0.0,524.0,0.0050651156933169,0
7472,20.745,30.39,0.0,785.5,0.0046021717293841,0
7232,21.7225,28.65,439.0,855.5,0.004606890166909,1
5691,22.39,29.79,91.3333333333333,656.666666666667,0.0049922433388503,0
9012,21.0,33.59,0.0,1503.5,0.0051719083901061,0
5480,21.89,28.79,146.666666666667,642.0,0.0046775418509593,0
3297,20.29,31.2,0.0,512.0,0.0045939832120956,0
2054,21.0,24.7,0.0,578.0,0.0037947493066615,0
692,20.6,25.2725,0.0,553.5,0.0037882201575502,0
1186,23.65,22.55,761.0,806.0,0.0040724221072945,1
3632,19.7,36.4,0.0,506.5,0.0051720634709325,0
1564,22.1,27.5,444.0,599.0,0.0045244510015035,1
6694,20.39,25.1,0.0,801.0,0.0037134789963081,0
6197,20.29,31.29,0.0,720.0,0.0046073332472003,0
7108,21.5,28.2225,457.75,886.0,0.0044758553972918,1
5634,23.1,28.55,357.75,630.0,0.0049949896997088,0
9588,20.79,26.6,0.0,1475.0,0.0040357517150729,0
3742,19.6,38.0,0.0,506.0,0.0053676474275168,0
1748,21.29,27.79,0.0,566.0,0.0043500363108544,0
731,20.6,26.1,0.0,552.0,0.0039130385605811,0
2552,21.79,25.89,566.333333333333,589.0,0.0041774283150232,1
1306,24.23,22.73,268.666666666667,718.666666666667,0.0042517548519337,0
4752,19.89,35.4,0.0,532.0,0.0050889437890752,0
5715,22.1,30.29,67.5,661.5,0.004987157564356,0
2929,22.7,29.1,479.0,578.0,0.0049691271221645,1
2345,20.7,25.1,0.0,552.666666666667,0.0037856081341577,0
8505,21.7,32.95,444.25,1209.0,0.0052968690688213,1
1018,20.5,22.39,0.0,719.0,0.0033330844307149,0
7596,20.39,30.2,0.0,724.666666666667,0.00447343719239,0
8015,20.39,30.39,0.0,734.0,0.0045017850296053,0
984,20.5,22.7,0.0,667.0,0.0033794832746441,0
748,20.6,24.39,0.0,579.0,0.0036551605108782,0
550,20.6,27.04,0.0,502.0,0.0040548866527422,0
140,21.9266666666667,30.5333333333333,433.0,807.0,0.0049742524773131,1
6599,20.34,25.89,0.0,798.0,0.0038191907567496,0
1878,21.1,27.445,0.0,563.5,0.0042455170729995,0
8953,21.05,34.145,0.0,1516.0,0.005274404277234,0
1387,24.0,24.1,171.0,669.0,0.0044476087730778,0
8986,20.945,33.9,0.0,1510.5,0.0052022712033605,0
6486,20.34,27.05,0.0,864.5,0.0039914074621488,0
4056,20.1,36.59,19.0,512.5,0.005330942682448,0
2245,20.89,24.145,0.0,576.5,0.0036838219210514,0
2237,20.89,24.26,0.0,582.333333333333,0.0037014719755405,0
939,20.5,22.6,0.0,608.0,0.0033645151533392,0
4517,19.89,35.5,0.0,515.0,0.0051034372861881,0
7684,20.39,30.2,0.0,712.0,0.00447343719239,0
658,20.6,25.825,0.0,545.0,0.003871552600829,0
1465,23.0,25.39,63.0,567.5,0.0044112208499363,0
9365,20.79,26.6,0.0,1253.33333333333,0.0040357517150729,0
6165,20.34,31.7,0.0,708.5,0.0046827114744311,0
2530,21.29,25.345,328.5,519.0,0.0039648748917062,1
5558,22.315,28.79,372.75,625.5,0.0048012369673585,0
5144,20.1,32.59,0.0,557.0,0.004743722190215,0
2599,22.73,24.9633333333333,725.0,610.0,0.0042657220855888,1
3789,19.6,38.29,0.0,496.0,0.0054089672759458,0
7672,20.26,30.3566666666667,0.0,713.666666666667,0.0044605772874086,0
5616,22.79,28.6,284.0,628.0,0.0049100146864571,0
5164,20.1,32.29,0.0,564.0,0.0046997249677039,0
3952,19.865,36.7675,14.0,501.75,0.0052789417460643,0
7456,21.1,30.3233333333333,0.0,815.666666666667,0.0046941319662151,0
4763,19.89,35.7,0.0,523.0,0.0051324262903791,0
5635,23.1,28.5,329.0,627.0,0.0049861717814914,0
5361,20.1,31.1,9.33333333333333,610.0,0.0045252634834961,0
9112,20.8233333333333,31.4266666666667,0.0,1474.66666666667,0.0047835547652923,0
8867,21.84,34.145,0.0,1499.0,0.0055382594471494,0
3178,20.79,31.9175,0.0,512.25,0.0048488119559909,0
938,20.5,22.6,0.0,607.5,0.0033645151533392,0
8766,22.1,34.4475,429.0,1498.0,0.0056779260966996,1
7369,22.0,30.075,419.0,976.75,0.0049211392765865,1
5175,20.1,32.29,0.0,565.0,0.0046997249677039,0
3851,19.5,39.09,0.0,513.0,0.0054884548745389,0
9232,20.89,28.7,0.0,1656.5,0.0043836797876679,0
8987,21.0,33.9,0.0,1503.33333333333,0.0052200401847263,0
7694,20.3233333333333,30.29,0.0,712.0,0.0044682922555746,0
4430,20.0,35.9,24.0,516.5,0.0051970172999147,0
2798,23.89,25.5,225.5,558.25,0.0046766791586506,0
2305,20.84,24.745,0.0,570.0,0.0037642507394826,0
3948,19.89,36.79,0.0,503.0,0.0052904634818938,0
8224,20.65,30.34,0.0,775.5,0.0045675332175396,0
9211,20.89,29.0,0.0,1255.0,0.004429828567784,0
134,21.89,30.4266666666667,433.0,803.666666666667,0.0049455670984704,1
7203,21.7,28.73,469.0,899.333333333333,0.0046134523492241,1
9691,20.745,27.1,14.0,1432.25,0.0041006591919973,0
2269,20.89,24.445,0.0,567.0,0.0037298676310145,0
5773,21.745,30.89,74.0,648.0,0.0049768522172622,0
9422,20.79,26.2,0.0,1366.0,0.0039746759137067,0
3439,20.0,33.645,0.0,507.5,0.0048680202601582,0
3543,19.79,35.79,0.0,501.5,0.0051133967768367,0
5518,21.89,29.05,116.0,637.5,0.0047201048878221,0
1175,23.55,22.5,745.5,799.0,0.0040387651417821,1
3494,19.89,35.045,0.0,501.0,0.0050374972844996,0
5138,20.1,32.59,0.0,559.5,0.004743722190215,0
8167,20.6,30.39,0.0,752.0,0.0045609323842185,0
4667,19.89,35.4,0.0,529.333333333333,0.0050889437890752,0
942,20.5,22.7,0.0,596.0,0.0033794832746441,0
2207,20.89,24.05,0.0,582.5,0.0036692421922943,0
5293,20.0,31.89,0.0,581.0,0.0046122103095145,0
3258,20.39,31.2,0.0,512.5,0.0046226651227873,0
6870,21.0,26.89,419.0,972.75,0.0041334427332755,1
9194,20.89,29.5,0.0,1201.5,0.0045067583143161,0
7743,20.2,30.5,0.0,716.0,0.0044650742591618,0
4174,20.79,34.3175,33.5,508.75,0.0052164706042787,0
2120,21.0,25.25,0.0,575.0,0.0038797748389586,0
8357,21.2,31.34,433.0,956.75,0.0048828633139382,1
9475,20.79,26.0,0.0,1511.0,0.0039441424817039,0
6336,20.29,29.0,0.0,730.0,0.004267825834532,0
9751,20.89,28.0225,418.75,1632.0,0.0042794854718673,1
2960,22.2,30.1,441.0,608.333333333333,0.0049861535534428,1
1534,22.29,26.65,439.0,555.0,0.0044350051507407,1
5110,20.1,33.0,0.0,554.0,0.0048038617191859,0
6221,20.29,31.0,0.0,718.5,0.0045643185039529,0
4593,19.79,35.4,0.0,528.0,0.005057223573266,0
3880,19.6,38.09,0.0,500.0,0.0053804702463122,0
427,20.7,29.695,0.0,492.0,0.0044836264049845,0
1494,22.6,25.7,65.0,551.0,0.0043577330667961,0
5471,21.815,28.7,337.0,650.0,0.0046413440701469,0
1835,21.2,27.2266666666667,0.0,574.333333333333,0.0042376278130593,0
8200,20.7,30.23,0.0,768.333333333333,0.0045649985222561,0
3114,21.29,32.4666666666667,0.0,541.0,0.0050880746261441,0
2475,20.79,25.6,0.0,515.0,0.0038830845528797,0
6980,21.5,28.29,469.0,1055.0,0.0044866375571365,1
3154,20.9633333333333,32.2,0.0,519.333333333333,0.0049449342885673,0
4195,20.39,35.0,33.25,505.0,0.0051903802149567,0
6167,20.34,31.65,0.0,706.5,0.0046752699773842,0
4952,19.9266666666667,35.09,0.0,543.0,0.0050555890689185,0
6954,21.39,27.315,459.0,962.25,0.0043016447334502,1
3349,20.2,31.7,0.0,511.5,0.0046420603959126,0
