,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
4858,20.0,35.7,0.0,540.0,0.005167824006367,0
6012,20.39,32.79,0.0,665.5,0.004860083971868,0
4143,20.7,35.145,166.0,506.0,0.005313547632302,0
1562,22.15,27.4425,444.0,603.0,0.004528800117894,1
7993,20.2,30.39,0.0,731.5,0.0044488555320232,0
9225,20.89,28.89,0.0,1141.0,0.0044129065588719,0
567,20.6,26.7633333333333,0.0,506.0,0.0040131303606467,0
34,21.89,31.7,444.0,1092.5,0.0051542504558879,1
4997,19.945,34.5,0.0,538.0,0.0049756009119277,0
3719,19.6,36.79,0.0,502.0,0.0051953026341588,0
5220,20.1,32.4,0.0,568.333333333333,0.0047158565653665,0
6505,20.39,26.89,0.0,863.333333333333,0.0039799993334511,0
3795,19.575,38.4,0.0,507.25,0.0054161475023958,0
1365,24.2,23.675,648.0,701.5,0.004421761178607,1
743,20.6,24.9266666666667,0.0,560.666666666667,0.0037360701156458,0
4302,20.15,35.79,37.0,511.0,0.0052297028458033,0
6613,20.39,25.79,0.0,787.0,0.0038161890012177,0
1662,21.79,28.05,0.0,595.0,0.0045284881506989,0
896,20.5,23.79,0.0,587.0,0.0035426822792228,0
3759,19.6,38.29,0.0,510.0,0.0054089672759458,0
9374,20.79,26.6,0.0,1259.0,0.0040357517150729,0
8187,20.6,30.2,0.0,761.0,0.0045322094004625,0
808,20.6,24.195,0.0,567.5,0.0036257668616877,0
4800,19.89,35.9,0.0,532.0,0.0051614179748336,0
493,20.5666666666667,29.03,0.0,489.333333333333,0.0043463883609371,0
3618,19.76,36.4666666666667,0.0,505.666666666667,0.0052011111777478,0
3231,20.5,31.445,0.0,507.0,0.0046912224386814,0
2516,21.1,25.29,19.0,519.0,0.0039100605983213,0
3620,19.745,36.4,0.0,505.0,0.0051866523439431,0
1132,22.6,25.2,583.0,1143.5,0.0042723699287058,1
1934,20.9633333333333,26.3,0.0,569.333333333333,0.0040330000810188,0
1872,21.1,27.695,0.0,565.5,0.0042844564154709,0
4788,19.84,36.0,0.0,534.0,0.0051597591259895,0
7264,21.89,29.1,454.0,897.0,0.0047282907500635,1
4380,19.8233333333333,36.1266666666667,24.0,515.333333333333,0.0051726704316183,0
9746,20.79,27.2966666666667,429.0,1486.0,0.0041421538624647,1
9473,20.79,26.0333333333333,0.0,1505.0,0.003949231180183,0
3352,20.2,31.7,0.0,508.5,0.0046420603959126,0
3277,20.34,31.2,0.0,515.0,0.004608304455827,0
7096,21.575,28.1,464.0,904.75,0.0044769425721387,1
9468,20.79,26.0,0.0,1482.5,0.0039441424817039,0
2348,20.7,25.1,0.0,555.0,0.0037856081341577,0
7647,20.34,30.15,0.0,714.5,0.0044521072147678,0
7166,21.675,28.5225,450.25,867.5,0.0045728398442189,1
836,20.6,23.89,0.0,554.0,0.0035797977174642,0
3919,19.7,37.4,0.0,511.0,0.0053153673690422,0
4553,19.79,35.4,0.0,521.0,0.005057223573266,0
4770,19.89,35.745,0.0,532.0,0.0051389491856826,0
8011,20.39,30.39,0.0,733.0,0.0045017850296053,0
4049,20.025,36.5225,31.0,510.5,0.0052961630173983,0
8967,21.0,34.09,0.0,1492.0,0.0052495439686387,0
7931,19.89,30.6,0.0,713.0,0.004394042906376,0
9539,20.76,26.39,0.0,1571.33333333333,0.0039962489915771,0
501,20.6,28.29,0.0,492.0,0.0042436140584917,0
3636,19.7,36.5,0.0,501.5,0.0051863909144058,0
4511,19.89,35.5,0.0,519.0,0.0051034372861881,0
9453,20.79,26.1,0.0,1441.0,0.0039594088253607,0
4152,20.89,34.79,201.25,509.5,0.0053218340102303,0
3168,20.89,32.09,0.0,510.75,0.0049055570305091,0
3932,19.79,37.0,0.0,508.0,0.0052877418107798,0
5836,21.39,31.55,33.5,661.5,0.0049739179968923,0
6399,20.29,28.2,0.0,828.0,0.0041493073207252,0
463,20.6,29.0,0.0,498.0,0.0043508619037541,0
7605,20.39,30.2,0.0,723.0,0.00447343719239,0
5551,22.1,29.1,329.0,628.0,0.0047897188760479,0
701,20.6,25.195,0.0,552.5,0.0037765327659479,0
4006,20.0333333333333,36.3266666666667,11.3333333333333,508.666666666667,0.0052702667778078,0
5159,20.1,32.4,0.0,566.0,0.0047158565653665,0
8740,22.2,34.5,444.0,1531.0,0.0057217313456798,1
6198,20.29,31.2,0.0,715.5,0.0045939832120956,0
7936,20.0,30.5,0.0,718.0,0.0044097511133745,0
3691,19.7,36.59,0.0,500.0,0.0051992861732324,0
3876,19.6,38.29,0.0,503.333333333333,0.0054089672759458,0
5915,20.7,32.26,11.3333333333333,674.0,0.0048739486430273,0
3201,20.7,31.79,0.0,515.0,0.0048023912181186,0
6164,20.39,31.7,0.0,706.0,0.004697305751081,0
5143,20.15,32.5,0.0,558.5,0.0047452941737588,0
740,20.6,24.6,0.0,556.0,0.0036868182990174,0
1058,20.6,22.245,14.0,781.5,0.0033319822008629,0
1726,21.5,28.1,0.0,569.0,0.0044562887217824,0
4338,19.945,36.0,24.0,513.0,0.0051937377589533,0
6856,20.745,25.79,397.0,901.75,0.0039011921831294,1
2808,23.79,25.5,213.0,545.25,0.0046484266094954,0
5505,22.05,28.84,192.0,642.5,0.0047320415272287,0
8316,21.0,31.4266666666667,433.0,928.666666666667,0.0048362264591877,1
4937,19.89,35.29,0.0,542.0,0.0050730017160144,0
405,20.79,29.95,0.0,487.5,0.0045477298175966,0
8069,20.6,30.29,0.0,745.0,0.0045458146960699,0
977,20.5,22.5,0.0,655.0,0.0033495477485251,0
2889,23.1,28.2225,532.5,574.0,0.0049372368432247,1
5989,20.5,32.79,0.0,675.0,0.0048934591829229,0
7357,21.9175,30.2,433.0,980.0,0.0049167455708507,1
3569,19.79,36.09,0.0,505.0,0.0051566137823524,0
4975,20.0,34.8633333333333,0.0,536.0,0.005045728186766,0
3196,20.7,31.79,0.0,512.5,0.0048023912181186,0
6621,20.39,25.6666666666667,0.0,781.666666666667,0.0037978277332292,0
4978,20.0,34.73,0.0,544.0,0.005026275077104,0
8423,21.39,32.2675,429.0,1059.25,0.0050879585301776,1
8361,21.2675,31.365,433.0,970.75,0.0049072303189954,1
86,21.89,30.0225,429.0,771.75,0.0048793582858461,1
6649,20.5,25.39,0.0,789.0,0.0037823947905646,0
1470,22.89,25.5,63.0,568.0,0.0044008456513347,0
7417,21.7,30.39,0.0,925.5,0.0048821067694527,0
1822,21.2,27.05,0.0,565.0,0.0042099448529717,0
7681,20.39,30.2,0.0,723.0,0.00447343719239,0
4781,19.89,36.0,0.0,530.0,0.0051759148222757,0
5247,20.1,32.245,0.0,572.0,0.0046931259171037,0
6917,21.675,26.7,493.0,979.75,0.0042786395151189,1
6683,20.39,25.1666666666667,0.0,804.0,0.0037234011969283,0
2727,23.945,25.175,796.5,664.25,0.0046320335258636,1
4996,19.89,34.5,0.0,540.0,0.004958532456179,0
4477,20.0,35.59,14.0,520.0,0.0051517688532809,0
1765,21.2,27.6333333333333,0.0,561.0,0.0043013601556701,0
2882,23.2,27.79,539.666666666667,565.0,0.004890695412558,1
2774,23.79,25.445,283.0,600.0,0.0046383258261427,0
8598,21.79,33.9666666666667,429.0,1203.0,0.0054921293754577,1
3765,19.6,38.29,0.0,504.0,0.0054089672759458,0
8009,20.39,30.4266666666667,0.0,735.0,0.0045072559601774,0
7998,20.34,30.39,0.0,733.5,0.0044878025754667,0
2026,21.0,25.4966666666667,0.0,569.333333333333,0.0039179150070026,0
4812,20.0,35.79,0.0,533.0,0.0051809606521483,0
9267,20.79,27.89,0.0,1341.33333333333,0.0042328023966685,0
7769,20.2,30.39,0.0,715.0,0.0044488555320232,0
426,20.7,29.6,0.0,490.5,0.0044691793602074,0
8592,21.79,34.0,429.0,1188.0,0.0054975667373176,1
6514,20.39,26.7,0.0,859.0,0.0039516986948317,0
4180,20.7,34.5,26.5,513.5,0.005215212899091,0
947,20.6,22.5,0.0,606.0,0.0033703845126282,0
4343,19.89,36.0,24.0,505.5,0.0051759148222757,0
9234,20.89,28.7,0.0,1879.5,0.0043836797876679,0
1293,24.1,22.7,260.25,735.5,0.004212893458768,0
6975,21.5,28.2675,457.75,1027.75,0.0044830434626174,1
1338,24.29,23.39,235.0,746.0,0.0043919604110058,0
2406,20.9633333333333,25.1966666666667,0.0,539.333333333333,0.0038627575976066,0
1763,21.245,27.795,0.0,556.0,0.0043387474179939,0
2270,20.89,24.1,0.0,577.0,0.0036769156490452,0
7187,21.7,29.0,449.0,920.666666666667,0.0046571334707555,1
5845,21.29,31.745,31.0,664.5,0.0049740728511119,0
2640,23.3233333333333,24.5666666666667,780.0,615.333333333333,0.0043520183710376,1
720,20.6,25.6,0.0,555.0,0.003837613633119,0
193,21.89,29.42,415.5,643.5,0.0047806853325194,1
802,20.6,24.34,0.0,577.0,0.0036476234144493,0
5515,22.0,29.0,143.0,641.25,0.0047438966352504,0
6059,20.445,32.645,0.0,675.0,0.004855012654193,0
2443,20.79,25.5,0.0,523.0,0.0038678219318519,0
4360,19.89,36.29,57.0,509.0,0.0052179594700354,0
2473,20.79,25.895,0.0,520.5,0.0039281136222765,0
2862,23.4633333333333,27.0666666666667,579.0,576.333333333333,0.0048393424390007,1
3577,19.79,36.245,0.0,502.5,0.0051789449024197,0
6614,20.39,25.79,0.0,786.5,0.0038161890012177,0
1477,22.89,25.6,72.0,566.0,0.0044182264591515,0
9508,20.79,26.2,0.0,1496.0,0.0039746759137067,0
5071,20.1,33.7,0.0,547.0,0.0049065656418467,0
5108,20.1,33.045,0.0,552.5,0.0048104631020905,0
3644,19.7,36.59,0.0,506.5,0.0051992861732324,0
2382,20.7,25.6,0.0,543.0,0.0038614868167056,0
8175,20.6,30.29,0.0,758.5,0.0045458146960699,0
8907,21.34,34.145,0.0,1466.0,0.0053699418884485,0
7007,21.39,28.39,439.0,1001.0,0.004472156042178,1
8816,22.175,34.35,433.0,1705.25,0.0056878792689321,1
4527,19.79,35.5,0.0,515.0,0.0050716259994161,0
8445,21.39,32.5,429.0,1084.33333333333,0.0051249213313578,1
9596,20.79,26.7,0.0,1480.0,0.0040510225276825,0
6830,20.39,24.29,14.0,829.0,0.0035929493922149,0
2961,22.2,30.1,447.0,605.75,0.0049861535534428,1
6682,20.39,25.1666666666667,0.0,806.333333333333,0.0037234011969283,0
7106,21.5,28.2675,459.0,906.75,0.0044830434626174,1
2935,22.6,29.175,479.0,584.75,0.0049516503653827,1
4392,19.89,36.09,22.0,513.0,0.0051889625579979,0
7032,21.5,28.245,454.0,964.5,0.0044794494093361,1
1202,23.79,22.7225,307.5,830.25,0.0041387437147781,0
8796,22.15,34.345,438.0,1517.5,0.0056783097964184,1
6294,20.29,29.745,0.0,733.0,0.0043782365535148,0
5793,21.7,31.0,57.0,657.0,0.0049808870659079,0
3489,19.89,35.0,0.0,504.0,0.0050309764994243,0
1681,21.6,28.1,0.0,582.0,0.0044838459348974,0
9586,20.79,26.6,0.0,1486.0,0.0040357517150729,0
5343,20.1,31.23,0.0,602.666666666667,0.0045443175749419,0
3067,21.29,32.59,419.0,575.666666666667,0.0051075617565994,1
5101,20.1,33.2,0.0,556.5,0.0048332022631269,0
8805,22.15,34.5675,433.0,1690.5,0.0057154340730371,1
2249,20.89,24.7333333333333,0.0,580.666666666667,0.0037741290619647,0
9164,20.89,30.2,0.0,1202.0,0.0046144917084664,0
3180,20.79,31.89,0.0,516.0,0.0048446016983366,0
2974,22.0,30.7,447.0,594.666666666667,0.0050242334163187,1
570,20.6,26.85,0.0,509.0,0.0040262100457718,0
6423,20.3566666666667,27.79,0.0,859.333333333333,0.0041055722776648,0
5688,22.39,29.79,106.5,655.5,0.0049922433388503,0
3385,20.1,32.4,0.0,509.5,0.0047158565653665,0
8060,20.5,30.29,0.0,739.5,0.0045176585617096,0
4956,19.945,35.0,0.0,540.0,0.005048296332848,0
7384,21.9633333333333,30.29,419.0,986.0,0.0049454368304101,1
8793,22.125,34.3725,438.0,1528.5,0.0056741687307794,1
1299,24.175,22.7,234.6,728.0,0.0042320258796606,0
4344,19.89,36.0,24.0,506.5,0.0051759148222757,0
9528,20.79,26.29,0.0,1546.0,0.0039884169299724,0
8887,21.6,34.09,0.0,1483.5,0.0054480269092569,0
3886,19.6,38.0,0.0,505.5,0.0053676474275168,0
8428,21.39,32.475,430.75,1078.5,0.0051209466275281,1
6237,20.245,30.65,0.0,714.5,0.0044997864353329,0
5038,20.0,34.0,0.0,547.5,0.0049197906926013,0
4284,20.29,35.59,31.0,505.0,0.0052458318004397,0
9370,20.79,26.6,0.0,1264.5,0.0040357517150729,0
9548,20.79,26.39,0.0,1577.0,0.0040036854333781,0
8728,22.29,34.5,439.0,1494.5,0.0057534601230791,1
1062,20.6,22.145,9.0,673.0,0.0033169237581632,0
3612,19.79,36.4,0.0,503.5,0.0052012776128288,0
2454,21.0,25.495,0.0,519.0,0.0039176572875665,0
1554,22.2,27.2225,439.0,596.5,0.0045060340380626,1
9439,20.79,26.1,0.0,1415.0,0.0039594088253607,0
1092,21.2,23.4725,444.0,818.5,0.0036498910269052,1
6686,20.445,25.15,0.0,795.0,0.0037336542061365,0
525,20.6,27.79,0.0,503.0,0.0041681094435592,0
4704,20.0,35.245,0.0,533.5,0.0051014193865386,0
4144,20.7,35.1175,185.25,508.5,0.0053093544368763,0
1722,21.445,28.05,0.0,570.5,0.0044332372400074,0
9180,20.89,29.79,0.0,1231.5,0.0045513862255959,0
6795,20.39,24.39,0.0,817.5,0.003607827077725,0
3050,21.29,32.29,433.0,586.25,0.005060162738304,1
773,20.6,24.245,0.0,616.0,0.0036333034315164,0
6452,20.39,27.39,0.0,855.0,0.0040544869279225,0
8864,21.89,34.29,0.0,1519.0,0.0055791479212247,0
3256,20.39,31.2,0.0,512.5,0.0046226651227873,0
1076,20.7,22.3566666666667,428.666666666667,723.0,0.0033696142879278,1
4274,20.365,35.425,31.0,503.25,0.0052457639264453,0
5976,20.5,32.79,0.0,671.0,0.0048934591829229,0
9569,20.79,26.5,0.0,1533.5,0.004020481647425,0
6623,20.39,25.6,0.0,782.5,0.0037879031720992,0
4270,20.4266666666667,35.3633333333333,19.0,508.0,0.0052567043210886,0
6880,21.1,27.4725,439.0,1020.0,0.004249800163648,1
7571,20.39,30.2,0.0,725.5,0.00447343719239,0
8647,22.1,34.4,459.0,1342.0,0.0056700253772434,1
481,20.5,27.7,0.0,488.0,0.0041288040038904,0
1488,22.7,25.7,62.0,556.0,0.0043844493036771,0
2082,21.0,24.495,0.0,574.0,0.0037630638815392,0
8654,22.175,34.45,449.5,1379.75,0.0057045897344117,1
4958,20.0,35.0,0.0,540.0,0.0050656688768925,0
6043,20.39,32.7,0.0,665.5,0.0048466403656263,0
6454,20.39,27.29,0.0,863.0,0.0040395879908948,0
9664,20.7,27.2,0.0,1407.0,0.004104422304307,0
319,21.0,29.445,0.0,527.333333333333,0.0045290487191925,0
5318,20.0,31.6,0.0,587.5,0.0045699598180135,0
8723,22.2675,34.375,442.75,1454.0,0.0057245047130275,1
3467,20.0,34.2,0.0,507.0,0.0049489608993591,0
2678,23.7,25.39,792.5,703.5,0.0046030375624018,1
5754,21.89,30.6,65.6666666666667,678.0,0.004973966091032,0
8832,22.2,34.3175,419.0,1637.5,0.0056911872773471,1
4375,19.79,36.09,32.0,513.0,0.0051566137823524,0
3335,20.2,31.6,0.0,513.0,0.0046273077317265,0
6924,21.6,27.0333333333333,454.0,965.0,0.0043124605623217,1
2551,21.79,25.8933333333333,559.0,584.333333333333,0.0041779697709357,1
3656,19.7,36.59,0.0,499.333333333333,0.0051992861732324,0
923,20.5,23.295,0.0,585.0,0.0034685584135682,0
2190,20.89,24.745,0.0,583.5,0.003775920118725,0
9353,20.7,26.89,0.0,1276.0,0.0040573388242719,0
389,20.79,29.39,0.0,486.0,0.0044620871346994,0
6532,20.5,26.5,0.0,869.0,0.0039488033126059,0
6292,20.29,29.8233333333333,0.0,733.333333333333,0.0043898479961933,0
88,21.89,29.9175,429.0,756.0,0.0048621599341925,1
7305,21.7675,29.7,429.0,933.75,0.0047902832546947,1
9099,20.79,31.7,0.0,1303.5,0.0048155141906422,0
6576,20.39,26.1,0.0,834.0,0.003862345054451,0
3509,19.89,35.4,0.0,503.0,0.0050889437890752,0
4462,20.0,35.7,14.0,515.5,0.005167824006367,0
1785,21.2,27.7,0.0,558.0,0.004311809318306,0
4470,20.0,35.7,14.0,519.5,0.005167824006367,0
7086,21.575,28.05,464.0,897.5,0.0044689192477269,1
2055,21.0,25.8966666666667,0.0,570.666666666667,0.0039797738099705,0
9105,20.84,31.6,0.0,1454.5,0.0048151174214954,0
8308,20.945,31.15,428.333333333333,873.333333333333,0.0047770169530065,1
603,20.6,27.0,0.0,516.0,0.0040488492540026,0
850,20.6,24.1966666666667,0.0,558.0,0.0036260180777566,0
3177,20.79,32.0,0.0,512.5,0.0048614430683035,0
1314,24.2,22.7,336.333333333333,726.333333333333,0.004238420331241,0
5068,20.0,33.7,0.0,543.0,0.0048760404716443,0
7674,20.29,30.29,0.0,712.0,0.0044590314709682,0
2819,23.7,26.0,655.666666666667,563.666666666667,0.0047144647032095,0
1318,24.3566666666667,23.23,638.0,739.333333333333,0.0043792884673851,1
819,20.6,24.495,0.0,559.0,0.0036709890044915,0
453,20.7,28.2,0.0,487.0,0.0042563527789713,0
997,20.5,22.445,0.0,734.5,0.0033413159812628,0
4848,20.0,35.7,0.0,537.0,0.005167824006367,0
8254,20.6,30.39,0.0,792.0,0.0045609323842185,0
833,20.6,24.245,0.0,551.0,0.0036333034315164,0
8980,20.945,34.0,0.0,1514.5,0.0052177458679099,0
2757,23.815,25.125,745.0,614.75,0.0045865078972553,1
4052,20.025,36.59,37.0,507.75,0.0053060347572114,0
3476,19.945,34.5,0.0,504.5,0.0049756009119277,0
2947,22.445,29.79,459.0,595.0,0.0050091006311552,1
5355,20.1,31.1333333333333,14.0,606.0,0.0045301490374861,0
3066,21.2675,32.5675,419.0,573.0,0.0050969098691982,1
3445,20.0,33.7,0.0,506.0,0.0048760404716443,0
1829,21.2,27.195,0.0,571.0,0.0042326655930062,0
5081,20.075,33.475,0.0,550.75,0.0048659547650277,0
8363,21.245,31.365,433.0,974.75,0.0049004081658296,1
4115,20.7,35.4,57.75,503.25,0.0053524326599921,0
6046,20.39,32.7,0.0,662.0,0.0048466403656263,0
2954,22.29,30.0,460.0,595.5,0.0049969798796089,1
523,20.6,27.79,0.0,493.0,0.0041681094435592,0
2451,21.0,25.495,0.0,523.0,0.0039176572875665,0
165,21.84,29.84,419.0,735.0,0.0048345686199352,1
4960,20.0,35.0,0.0,544.0,0.0050656688768925,0
9590,20.79,26.65,0.0,1475.5,0.0040433870282541,0
5520,21.89,29.15,113.0,635.666666666667,0.0047364768261458,0
4202,20.39,35.2,116.333333333333,497.666666666667,0.0052202884535934,0
954,20.6,22.55,0.0,626.0,0.0033779149307741,0
360,20.89,29.495,0.0,491.0,0.0045059889233208,0
7387,22.0,30.05,419.0,980.0,0.0049170162161352,1
5588,22.6,28.7,217.0,626.333333333333,0.0048704009778156,0
5982,20.5,32.79,0.0,671.0,0.0048934591829229,0
4587,19.89,35.45,0.0,521.5,0.0050961904538879,0
362,20.89,29.5,0.0,496.0,0.0045067583143161,0
5263,20.0,32.2,0.0,578.0,0.0046573809294906,0
902,20.5,23.945,0.0,574.0,0.0035658963947233,0
888,20.5,24.6,0.0,585.0,0.0036640137811265,0
4185,20.55,34.645,24.0,515.0,0.0051887085046363,0
4999,19.9633333333333,34.4666666666667,0.0,546.666666666667,0.0049764505724316,0
2043,21.0,25.26,0.0,573.0,0.0038813209715881,0
1634,21.89,28.0,0.0,611.0,0.0045482511631811,0
7669,20.29,30.39,0.0,715.0,0.0044738584895885,0
9150,20.84,30.495,0.0,1164.5,0.0046454831466361,0
9537,20.79,26.39,0.0,1533.5,0.0040036854333781,0
418,20.7225,29.67,0.0,488.75,0.0044860831656304,0
855,20.6,23.795,0.0,560.0,0.0035654808391513,0
9329,20.7,26.995,0.0,1206.5,0.0040732856615188,0
7180,21.6,28.8566666666667,469.0,909.0,0.0046054793128353,1
6311,20.2,29.4633333333333,0.0,739.0,0.0043122583715633,0
3724,19.65,36.95,0.0,499.0,0.0052344568394889,0
2486,21.0,25.39,9.33333333333333,515.333333333333,0.0039014213909368,0
2376,20.65,25.395,0.0,548.0,0.0038185183138399,0
5954,20.5,32.7,0.0,670.5,0.0048799225379465,0
4737,19.79,35.145,0.0,528.0,0.0050205003808968,0
208,21.79,28.6333333333333,419.0,601.666666666667,0.0046233634945275,1
1773,21.2,27.89,0.0,566.0,0.0043415913447783,0
4403,20.0,35.79,31.0,512.0,0.0051809606521483,0
1380,24.0666666666667,24.1,183.0,685.0,0.0044655793772287,0
6982,21.4725,28.245,459.0,1060.5,0.0044718578945947,1
4172,20.79,34.5,47.0,514.0,0.0052444456258698,0
869,20.55,24.045,0.0,566.5,0.0035920009680622,0
7663,20.29,30.29,0.0,719.0,0.0044590314709682,0
542,20.55,27.495,0.0,498.5,0.0041107909282449,0
7154,21.5,28.2,461.5,846.0,0.0044722614264837,1
2692,23.89,25.53,808.0,706.333333333333,0.0046822225512916,1
1383,24.0,24.1,183.0,679.333333333333,0.0044476087730778,0
8872,21.76,34.1266666666667,0.0,1487.33333333333,0.0055080339552081,0
5750,21.9633333333333,30.5,59.6666666666667,670.333333333333,0.004979997964236,0
714,20.6,25.05,0.0,557.0,0.0037546672057036,0
3986,20.0,36.29,11.3333333333333,508.0,0.0052539520400232,0
9247,20.89,28.295,0.0,1344.5,0.0043213897191712,0
2539,21.5,25.65,508.0,549.5,0.0040652117236844,1
