,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2707,23.9175,25.025,819.0,664.75,0.0045965704159444,1
2649,23.4175,24.925,783.0,643.5,0.0044412993542799,1
5300,20.0,31.945,0.0,584.0,0.0046202239765787,0
2670,23.65,25.445,788.0,707.25,0.004599111046424,1
5785,21.7,30.9725,77.5,654.0,0.004976433185751,0
5662,22.79,29.05,94.0,641.0,0.004987889682857,0
1682,21.7,28.1,0.0,581.5,0.0045115534101789,0
6850,20.675,25.5475,393.0,882.333333333333,0.0038475505667833,1
3181,20.79,31.89,0.0,512.0,0.0048446016983366,0
3576,19.79,36.2,0.0,504.0,0.0051724615101873,0
2983,21.89,31.075,438.0,607.5,0.0050518034406961,1
639,20.6,26.1,0.0,533.0,0.0039130385605811,0
9512,20.79,26.29,0.0,1477.0,0.0039884169299724,0
1972,21.0,25.7933333333333,0.0,565.333333333333,0.0039637924479156,0
4652,19.84,35.345,0.0,525.0,0.0050651156933169,0
8137,20.39,30.39,0.0,749.0,0.0045017850296053,0
1558,22.175,27.29,444.0,594.25,0.004510364928932,1
995,20.5,22.6,0.0,741.5,0.0033645151533392,0
2289,20.84,24.4,0.0,574.0,0.003711455604718,0
2596,22.7225,25.175,720.5,604.5,0.0043001714580882,0
7927,19.89,30.5,0.0,722.0,0.0043795821811181,0
383,20.79,29.795,0.0,496.5,0.0045240228028565,0
3901,19.6,37.7,0.0,503.5,0.0053249084835596,0
7340,21.7675,29.89,423.5,938.25,0.0048211656952528,1
163,21.89,30.0333333333333,419.0,746.5,0.0048811327726588,1
3101,21.29,32.45,0.0,549.75,0.0050854413230263,0
4425,20.0,35.79,40.0,516.0,0.0051809606521483,0
7218,21.73,28.8933333333333,454.0,896.0,0.0046484566759939,1
3782,19.6,38.29,0.0,498.0,0.0054089672759458,0
3431,20.0,33.5,0.0,500.5,0.004846877049907,0
4088,20.5666666666667,35.8633333333333,260.333333333333,515.333333333333,0.0053783254589279,0
2738,23.89,25.1725,760.25,660.0,0.0046161701673137,1
3441,20.0,33.59,0.0,511.0,0.0048600002538897,0
9648,20.79,27.1,0.0,1418.0,0.0041121132288289,0
8966,21.0,34.09,0.0,1493.0,0.0052495439686387,0
3953,19.89,36.79,14.0,502.0,0.0052904634818938,0
8487,21.6,32.73,441.0,1318.33333333333,0.0052288540389707,1
6736,20.39,24.79,0.0,815.0,0.0036673448967818,0
2280,20.89,24.2,0.0,572.5,0.0036922631272228,0
5342,20.1,31.2,0.0,600.0,0.0045399203740505,0
3772,19.6,38.29,0.0,504.0,0.0054089672759458,0
7749,20.245,30.445,0.0,709.0,0.0044694737219262,0
9220,20.89,28.89,0.0,1072.0,0.0044129065588719,0
5025,20.0,34.09,0.0,547.0,0.004932916949726,0
2686,23.79,25.3566666666667,802.666666666667,701.666666666667,0.0046221040373399,1
6179,20.29,31.5,0.0,706.0,0.0046384855414709,0
5500,22.075,28.84,357.8,642.75,0.0047393146126357,0
6504,20.39,26.89,0.0,866.0,0.0039799993334511,0
7557,20.39,30.29,0.0,724.333333333333,0.0044868647954935,0
3566,19.79,36.09,0.0,498.0,0.0051566137823524,0
3625,19.79,36.4,0.0,504.5,0.0052012776128288,0
5527,21.7,29.365,89.5,636.25,0.0047161935578502,0
1579,22.0,27.7,436.0,623.0,0.0045296905304699,1
636,20.6,26.09,0.0,531.0,0.0039115298838665,0
7718,20.2,30.6,0.0,711.666666666667,0.0044798192853332,0
4912,20.0,35.45,0.0,537.0,0.0051313362108937,0
9042,20.89,33.09,0.0,1757.0,0.0050596692575291,0
4714,20.0,35.145,0.0,534.5,0.0050868268494314,0
2537,21.5,25.84,491.0,540.0,0.0040955226782985,1
3884,19.6,38.09,0.0,514.333333333333,0.0053804702463122,0
1176,23.5,22.575,733.75,794.0,0.004040039098508,1
4266,20.5,35.4,37.0,509.0,0.0052862763528004,0
5359,20.1,31.1,7.0,607.0,0.0045252634834961,0
7501,20.6666666666667,30.4266666666667,0.0,760.0,0.0045854187930669,0
3162,20.89,32.145,0.0,515.5,0.0049140312343579,0
3444,20.0,33.7,0.0,509.0,0.0048760404716443,0
6378,20.29,28.5666666666667,0.0,808.666666666667,0.0042036227373956,0
6957,21.39,27.39,454.0,965.0,0.0043135378592531,1
3202,20.65,31.745,0.0,518.0,0.0047806745492908,0
513,20.6,27.53,0.0,495.0,0.0041288542386715,0
6195,20.29,31.29,0.0,718.5,0.0046073332472003,0
1592,21.945,27.79,433.0,634.5,0.0045291807611277,1
4472,20.0,35.7,14.0,518.0,0.005167824006367,0
584,20.6,26.89,0.0,508.0,0.0040322470078677,0
9212,20.89,29.1,0.0,1239.0,0.0044452130056415,0
4512,19.89,35.5,0.0,515.5,0.0051034372861881,0
675,20.6,25.89,0.0,549.0,0.0038813578768134,0
6974,21.5,28.0333333333333,454.0,1017.0,0.0044456407044676,1
8300,20.89,30.89,419.0,862.0,0.0047207223215234,1
6775,20.39,24.5,0.0,813.0,0.0036241933491251,0
6021,20.39,32.79,0.0,653.333333333333,0.004860083971868,0
4566,19.84,35.4,0.0,520.0,0.0050730617531855,0
5766,21.79,30.79,62.0,663.5,0.0049743808313747,0
880,20.5,23.5,0.0,581.0,0.0034992540449231,0
9047,20.89,33.0,0.0,1709.0,0.0050457960543503,0
4058,20.1,36.59,55.0,512.5,0.005330942682448,0
8214,20.7,30.29,0.0,773.0,0.0045741256854662,0
4022,20.1,36.29,6.0,505.75,0.0052868629788059,0
1012,20.5,22.645,0.0,695.0,0.0033712507192576,0
7755,20.1,30.5,0.0,708.5,0.0044373365388697,0
1535,22.29,26.65,439.0,552.75,0.0044350051507407,1
6432,20.39,27.7,0.0,851.5,0.0041006781396959,0
5939,20.525,32.5,14.0,674.75,0.0048573882757375,0
8699,22.2,34.2,474.0,1347.33333333333,0.0056715234912027,1
7272,21.89,29.15,454.0,896.5,0.0047364768261458,1
7845,20.0,30.29,0.0,713.333333333333,0.0043791751281533,0
3726,19.6666666666667,36.9666666666667,0.0,503.333333333333,0.0052423071172443,0
3075,21.245,32.7,419.0,571.5,0.0051106998285322,1
5799,21.7,31.1,50.0,656.0,0.0049970835271863,0
4252,20.6,35.2,75.75,496.5,0.0052889556637623,0
233,21.6,28.79,0.0,579.5,0.0045947608183565,0
813,20.6,24.4966666666667,0.0,562.0,0.003671240256879,0
9681,20.7,27.2,0.0,1443.0,0.004104422304307,0
7434,21.5,30.2,0.0,879.0,0.0047918866547703,0
1099,21.445,24.05,466.0,868.5,0.0037971871469256,1
2229,21.0,24.6,0.0,581.0,0.0037792926008756,0
9123,20.79,31.2,0.0,1513.0,0.0047389810154541,0
3018,21.6,31.84,444.0,626.0,0.0050855076029942,1
6494,20.39,26.89,0.0,860.5,0.0039799993334511,0
3436,20.0,33.59,0.0,505.5,0.0048600002538897,0
5360,20.1,31.1,7.0,607.25,0.0045252634834961,0
945,20.5,22.6,0.0,609.0,0.0033645151533392,0
3590,19.79,36.4,0.0,510.0,0.0052012776128288,0
5221,20.1,32.4,0.0,571.0,0.0047158565653665,0
7283,21.89,29.2,449.5,895.75,0.0047446631160775,1
9144,20.84,30.695,0.0,1149.0,0.0046761793772626,0
6940,21.4175,27.1725,439.0,968.75,0.0042863156113944,1
2726,24.0,25.15,771.0,667.5,0.0046428306686384,1
2072,21.0,24.6,0.0,578.0,0.0037792926008756,0
9081,20.79,32.09,0.0,1628.5,0.0048752230441223,0
6738,20.39,24.7,0.0,810.0,0.0036539524001539,0
2608,23.1333333333333,24.53,741.666666666667,602.333333333333,0.0042955301816641,1
5808,21.7,31.2,50.0,658.75,0.0050132808252753,0
8597,21.79,33.925,433.5,1205.5,0.005485332805644,1
9386,20.79,26.5,0.0,1256.5,0.004020481647425,0
9391,20.79,26.39,0.0,1270.0,0.0040036854333781,0
8405,21.29,31.5666666666667,435.0,1002.66666666667,0.0049459078984912,1
2087,21.0,24.4966666666667,0.0,576.333333333333,0.0037633214736844,0
9118,20.79,31.2,0.0,1627.0,0.0047389810154541,0
3350,20.2,31.7,0.0,512.0,0.0046420603959126,0
8355,21.2,31.34,433.0,961.0,0.0048828633139382,1
2389,20.84,25.445,0.0,541.0,0.003871398684712,0
2900,23.0,28.2225,516.5,555.5,0.004907217684026,1
8818,22.2,34.345,433.0,1669.5,0.0056957896179839,1
4260,20.5666666666667,35.29,54.0,501.333333333333,0.0052916127578312,0
8192,20.7,30.2,0.0,771.0,0.0045604350403653,0
5253,20.0,32.2,0.0,579.0,0.0046573809294906,0
5687,22.39,29.7,95.5,652.5,0.0049770403490149,0
6219,20.29,31.0,0.0,712.0,0.0045643185039529,0
8141,20.39,30.39,0.0,752.5,0.0045017850296053,0
5066,20.0,33.7,0.0,543.0,0.0048760404716443,0
7432,21.5,30.2,0.0,878.0,0.0047918866547703,0
4907,19.9633333333333,35.4666666666667,0.0,541.333333333333,0.0051220239904601,0
486,20.5333333333333,28.0,0.0,489.333333333333,0.0041824707975293,0
5681,22.445,29.65,107.0,653.5,0.0049853713647297,0
1274,24.0,22.6333333333333,273.666666666667,771.0,0.0041751214004596,0
6438,20.39,27.5,0.0,851.333333333333,0.0040708765777439,0
9104,20.89,31.65,0.0,1466.0,0.0048377716463262,0
4786,19.89,36.0,0.0,527.0,0.0051759148222757,0
3633,19.7,36.5,0.0,498.5,0.0051863909144058,0
5925,20.65,32.345,14.0,681.0,0.0048717399505673,0
261,21.2,29.64,0.0,640.5,0.0046160327252079,0
8417,21.39,32.03,433.0,1031.33333333333,0.00505020532852,1
6459,20.39,27.29,0.0,865.0,0.0040395879908948,0
4681,19.89,35.4,0.0,534.5,0.0050889437890752,0
8077,20.5,30.29,0.0,733.5,0.0045176585617096,0
7427,21.5,30.2,0.0,886.0,0.0047918866547703,0
8248,20.6,30.39,0.0,779.0,0.0045609323842185,0
2402,20.945,25.1,0.0,532.5,0.0038434844215457,0
1768,21.2,27.6,0.0,553.5,0.0042961357050986,0
377,20.79,29.34,0.0,490.0,0.0044544416051145,0
7495,20.7,30.5,0.0,767.5,0.0046060728508538,0
6774,20.39,24.5,0.0,815.0,0.0036241933491251,0
2223,20.945,24.145,0.0,581.5,0.0036963792189945,0
2053,21.0,24.7633333333333,0.0,579.333333333333,0.0038045389485953,0
9107,20.79,31.5,0.0,1445.0,0.0047848986777037,0
7347,21.945,30.025,427.0,980.25,0.0048963057619126,1
7777,20.2,30.34,0.0,713.5,0.0044414836609345,0
3477,19.9175,34.5675,0.0,505.5,0.0049768561210508,0
206,21.79,28.79,419.0,600.75,0.0046488491962189,1
7720,20.2,30.6,0.0,717.0,0.0044798192853332,0
8537,21.7,33.09,37.0,1165.5,0.0053195672105861,0
6927,21.6,26.945,461.5,980.0,0.0042982719152931,1
6832,20.39,24.29,7.0,830.0,0.0035929493922149,0
4177,20.7,34.56,35.25,506.25,0.0052243590155953,0
911,20.5,23.9,0.0,587.0,0.0035591566353095,0
5002,19.9266666666667,34.3966666666667,0.0,537.333333333333,0.0049549013747137,0
3344,20.1,31.6,0.0,515.0,0.0045985547945564,0
6642,20.39,25.5,0.0,793.0,0.0037730169206183,0
5203,20.1,32.29,0.0,565.0,0.0046997249677039,0
8569,21.7,33.645,462.75,1152.5,0.0054095652953131,1
471,20.5,27.79,0.0,487.0,0.0041423082291234,0
5788,21.7,31.0,77.5,651.25,0.0049808870659079,0
9651,20.745,27.1,0.0,1420.0,0.0041006591919973,0
8222,20.7,30.29,0.0,774.5,0.0045741256854662,0
1233,24.1,22.4266666666667,288.0,791.0,0.0041618260973064,0
